id,case_id,timestamp,stage,actor,action,result,details
aud_REC-0016_3,REC-0016,2026-08-26T17:28:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0016 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0016_4,REC-0016,2026-08-26T17:28:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0016 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0016_5,REC-0016,2026-08-26T17:28:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0016 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0016_6,REC-0016,2026-08-26T17:28:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0016 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0017_0,REC-0017,2026-08-26T16:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_1,REC-0017,2026-08-26T16:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_2,REC-0017,2026-08-26T16:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_3,REC-0017,2026-08-26T16:24:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_4,REC-0017,2026-08-26T16:24:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_5,REC-0017,2026-08-26T16:24:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0017_6,REC-0017,2026-08-26T16:24:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0017 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0018_0,REC-0018,2026-08-25T22:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_1,REC-0018,2026-08-25T22:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_2,REC-0018,2026-08-25T22:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_3,REC-0018,2026-08-26T17:17:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_4,REC-0018,2026-08-26T17:17:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_5,REC-0018,2026-08-26T17:17:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0018_6,REC-0018,2026-08-26T17:17:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0018 (MANDATE_RETRY) under guardrail policy.
aud_REC-0019_0,REC-0019,2026-08-24T04:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_1,REC-0019,2026-08-24T04:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_2,REC-0019,2026-08-24T04:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_3,REC-0019,2026-08-26T17:13:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_4,REC-0019,2026-08-26T17:13:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_5,REC-0019,2026-08-26T17:13:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0019_6,REC-0019,2026-08-26T17:13:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0019 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0020_0,REC-0020,2026-08-25T06:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_1,REC-0020,2026-08-25T06:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_2,REC-0020,2026-08-25T06:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_3,REC-0020,2026-08-26T16:20:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_4,REC-0020,2026-08-26T16:20:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_5,REC-0020,2026-08-26T16:20:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0020_6,REC-0020,2026-08-26T16:20:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0020 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0021_0,REC-0021,2026-08-26T14:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_1,REC-0021,2026-08-26T14:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_2,REC-0021,2026-08-26T14:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_3,REC-0021,2026-08-26T17:09:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_4,REC-0021,2026-08-26T17:09:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_5,REC-0021,2026-08-26T17:09:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0021_6,REC-0021,2026-08-26T17:09:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0021 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0022_0,REC-0022,2026-08-24T22:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_1,REC-0022,2026-08-24T22:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_2,REC-0022,2026-08-24T22:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_3,REC-0022,2026-08-26T17:37:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_4,REC-0022,2026-08-26T17:37:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_5,REC-0022,2026-08-26T17:37:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0022_6,REC-0022,2026-08-26T17:37:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0022 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0023_0,REC-0023,2026-08-24T13:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_1,REC-0023,2026-08-24T13:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_2,REC-0023,2026-08-24T13:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_3,REC-0023,2026-08-26T17:10:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_4,REC-0023,2026-08-26T17:10:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_5,REC-0023,2026-08-26T17:10:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0023_6,REC-0023,2026-08-26T17:10:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0023 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0024_0,REC-0024,2026-08-26T15:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_1,REC-0024,2026-08-26T15:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_2,REC-0024,2026-08-26T15:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_3,REC-0024,2026-08-26T18:01:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_4,REC-0024,2026-08-26T18:01:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_5,REC-0024,2026-08-26T18:01:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0024_6,REC-0024,2026-08-26T18:01:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0024 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0025_0,REC-0025,2026-08-24T05:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_1,REC-0025,2026-08-24T05:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_2,REC-0025,2026-08-24T05:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_3,REC-0025,2026-08-26T17:02:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_4,REC-0025,2026-08-26T17:02:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_5,REC-0025,2026-08-26T17:02:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0025_6,REC-0025,2026-08-26T17:02:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0025 (MANDATE_RETRY) under guardrail policy.
aud_REC-0026_0,REC-0026,2026-08-24T23:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_1,REC-0026,2026-08-24T23:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_2,REC-0026,2026-08-24T23:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_3,REC-0026,2026-08-26T17:27:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_4,REC-0026,2026-08-26T17:27:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_5,REC-0026,2026-08-26T17:27:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0026_6,REC-0026,2026-08-26T17:27:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0026 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0027_0,REC-0027,2026-08-25T01:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_1,REC-0027,2026-08-25T01:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_2,REC-0027,2026-08-25T01:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_3,REC-0027,2026-08-26T17:57:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_4,REC-0027,2026-08-26T17:57:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_5,REC-0027,2026-08-26T17:57:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0027_6,REC-0027,2026-08-26T17:57:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0027 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0028_0,REC-0028,2026-08-26T05:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_1,REC-0028,2026-08-26T05:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_2,REC-0028,2026-08-26T05:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_3,REC-0028,2026-08-26T16:26:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_4,REC-0028,2026-08-26T16:26:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_5,REC-0028,2026-08-26T16:26:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0028_6,REC-0028,2026-08-26T16:26:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0028 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0029_0,REC-0029,2026-08-25T06:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_1,REC-0029,2026-08-25T06:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_2,REC-0029,2026-08-25T06:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_3,REC-0029,2026-08-26T18:07:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_4,REC-0029,2026-08-26T18:07:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_5,REC-0029,2026-08-26T18:07:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0029_6,REC-0029,2026-08-26T18:07:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0029 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0030_0,REC-0030,2026-08-26T16:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_1,REC-0030,2026-08-26T16:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_2,REC-0030,2026-08-26T16:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_3,REC-0030,2026-08-26T16:59:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_4,REC-0030,2026-08-26T16:59:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_5,REC-0030,2026-08-26T16:59:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0030_6,REC-0030,2026-08-26T16:59:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0030 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0031_0,REC-0031,2026-08-24T04:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0031_1,REC-0031,2026-08-24T04:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0031_2,REC-0031,2026-08-24T04:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0031_3,REC-0031,2026-08-26T17:58:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0031_4,REC-0031,2026-08-26T17:58:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0031_5,REC-0031,2026-08-26T17:58:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
